"","Date","Value.Value","time"
"1208","Jul 1, 1918",125.35,1918-07-01
"1209","Jun 1, 1918",127.73,1918-06-01
"1210","May 1, 1918",129.32,1918-05-01
"1211","Apr 1, 1918",127.97,1918-04-01
"1212","Mar 1, 1918",131.06,1918-03-01
"1213","Feb 1, 1918",132.81,1918-02-01
"1214","Jan 1, 1918",129.8,1918-01-01
"1215","Dec 1, 1917",125.1,1917-12-01
"1216","Nov 1, 1917",131.43,1917-11-01
"1217","Oct 1, 1917",143.38,1917-10-01
"1218","Sep 1, 1917",153.88,1917-09-01
"1219","Aug 1, 1917",165.38,1917-08-01
"1220","Jul 1, 1917",173.08,1917-07-01
"1221","Jun 1, 1917",175.26,1917-06-01
"1222","May 1, 1917",174.46,1917-05-01
"1223","Apr 1, 1917",183.43,1917-04-01
"1224","Mar 1, 1917",195.54,1917-03-01
"1225","Feb 1, 1917",189.66,1917-02-01
"1226","Jan 1, 1917",206.15,1917-01-01
"1227","Dec 1, 1916",212.93,1916-12-01
"1228","Nov 1, 1916",223.77,1916-11-01
"1229","Oct 1, 1916",222.6,1916-10-01
"1230","Sep 1, 1916",219.8,1916-09-01
"1231","Aug 1, 1916",215.04,1916-08-01
"1232","Jul 1, 1916",215.4,1916-07-01
"1233","Jun 1, 1916",218.43,1916-06-01
"1234","May 1, 1916",218.35,1916-05-01
"1235","Apr 1, 1916",215.66,1916-04-01
"1236","Mar 1, 1916",220.11,1916-03-01
"1237","Feb 1, 1916",222.96,1916-02-01
"1238","Jan 1, 1916",226.11,1916-01-01
"1239","Dec 1, 1915",231.97,1915-12-01
"1240","Nov 1, 1915",231.48,1915-11-01
"1241","Oct 1, 1915",225.85,1915-10-01
"1242","Sep 1, 1915",216.1,1915-09-01
"1243","Aug 1, 1915",208.37,1915-08-01
"1244","Jul 1, 1915",199.88,1915-07-01
"1245","Jun 1, 1915",200.63,1915-06-01
"1246","May 1, 1915",198.39,1915-05-01
"1247","Apr 1, 1915",205.16,1915-04-01
"1248","Mar 1, 1915",192.72,1915-03-01
"1249","Feb 1, 1915",186,1915-02-01
"1250","Jan 1, 1915",186.66,1915-01-01
"1251","Dec 1, 1914",183.41,1914-12-01
"1252","Nov 1, 1914",189.77,1914-11-01
"1253","Oct 1, 1914",191.65,1914-10-01
"1254","Sep 1, 1914",189.77,1914-09-01
"1255","Aug 1, 1914",189.77,1914-08-01
"1256","Jul 1, 1914",193.57,1914-07-01
"1257","Jun 1, 1914",206.98,1914-06-01
"1258","May 1, 1914",207.99,1914-05-01
"1259","Apr 1, 1914",208.83,1914-04-01
"1260","Mar 1, 1914",211.81,1914-03-01
"1261","Feb 1, 1914",215.89,1914-02-01
"1262","Jan 1, 1914",210.96,1914-01-01
"1263","Dec 1, 1913",202.64,1913-12-01
"1264","Nov 1, 1913",200.88,1913-11-01
"1265","Oct 1, 1913",208.18,1913-10-01
"1266","Sep 1, 1913",214.99,1913-09-01
"1267","Aug 1, 1913",215.12,1913-08-01
"1268","Jul 1, 1913",209.52,1913-07-01
"1269","Jun 1, 1913",208.83,1913-06-01
"1270","May 1, 1913",222.16,1913-05-01
"1271","Apr 1, 1913",226.06,1913-04-01
"1272","Mar 1, 1913",226.32,1913-03-01
"1273","Feb 1, 1913",230.69,1913-02-01
"1274","Jan 1, 1913",239.18,1913-01-01
"1275","Dec 1, 1912",243.72,1912-12-01
"1276","Nov 1, 1912",250.24,1912-11-01
"1277","Oct 1, 1912",253.07,1912-10-01
"1278","Sep 1, 1912",253.58,1912-09-01
"1279","Aug 1, 1912",254.9,1912-08-01
"1280","Jul 1, 1912",251.51,1912-07-01
"1281","Jun 1, 1912",251.25,1912-06-01
"1282","May 1, 1912",248.92,1912-05-01
"1283","Apr 1, 1912",249.18,1912-04-01
"1284","Mar 1, 1912",248.83,1912-03-01
"1285","Feb 1, 1912",246.85,1912-02-01
"1286","Jan 1, 1912",251.76,1912-01-01
"1287","Dec 1, 1911",253.99,1911-12-01
"1288","Nov 1, 1911",250.38,1911-11-01
"1289","Oct 1, 1911",238.11,1911-10-01
"1290","Sep 1, 1911",236.75,1911-09-01
"1291","Aug 1, 1911",253.14,1911-08-01
"1292","Jul 1, 1911",274.25,1911-07-01
"1293","Jun 1, 1911",278.54,1911-06-01
"1294","May 1, 1911",273.07,1911-05-01
"1295","Apr 1, 1911",267.3,1911-04-01
"1296","Mar 1, 1911",259.84,1911-03-01
"1297","Feb 1, 1911",265.85,1911-02-01
"1298","Jan 1, 1911",253.13,1911-01-01
"1299","Dec 1, 1910",247.12,1910-12-01
"1300","Nov 1, 1910",254.22,1910-11-01
"1301","Oct 1, 1910",249.36,1910-10-01
"1302","Sep 1, 1910",231.51,1910-09-01
"1303","Aug 1, 1910",227.61,1910-08-01
"1304","Jul 1, 1910",219.96,1910-07-01
"1305","Jun 1, 1910",231.67,1910-06-01
"1306","May 1, 1910",241.19,1910-05-01
"1307","Apr 1, 1910",240.65,1910-04-01
"1308","Mar 1, 1910",248.79,1910-03-01
"1309","Feb 1, 1910",247.46,1910-02-01
"1310","Jan 1, 1910",256.62,1910-01-01
"1311","Dec 1, 1909",259.86,1909-12-01
"1312","Nov 1, 1909",259.17,1909-11-01
"1313","Oct 1, 1909",263.1,1909-10-01
"1314","Sep 1, 1909",267.25,1909-09-01
"1315","Aug 1, 1909",269.79,1909-08-01
"1316","Jul 1, 1909",265.95,1909-07-01
"1317","Jun 1, 1909",262.21,1909-06-01
"1318","May 1, 1909",260.42,1909-05-01
"1319","Apr 1, 1909",254.5,1909-04-01
"1320","Mar 1, 1909",248.69,1909-03-01
"1321","Feb 1, 1909",245.35,1909-02-01
"1322","Jan 1, 1909",255.42,1909-01-01
"1323","Dec 1, 1908",251.76,1908-12-01
"1324","Nov 1, 1908",248.94,1908-11-01
"1325","Oct 1, 1908",235.52,1908-10-01
"1326","Sep 1, 1908",235.33,1908-09-01
"1327","Aug 1, 1908",237.92,1908-08-01
"1328","Jul 1, 1908",228.13,1908-07-01
"1329","Jun 1, 1908",222.35,1908-06-01
"1330","May 1, 1908",222.06,1908-05-01
"1331","Apr 1, 1908",210.71,1908-04-01
"1332","Mar 1, 1908",202.28,1908-03-01
"1333","Feb 1, 1908",194.33,1908-02-01
"1334","Jan 1, 1908",199.36,1908-01-01
"1335","Dec 1, 1907",189.24,1907-12-01
"1336","Nov 1, 1907",176.2,1907-11-01
"1337","Oct 1, 1907",179.56,1907-10-01
"1338","Sep 1, 1907",203.43,1907-09-01
"1339","Aug 1, 1907",205.62,1907-08-01
"1340","Jul 1, 1907",222.27,1907-07-01
"1341","Jun 1, 1907",214.08,1907-06-01
"1342","May 1, 1907",223.6,1907-05-01
"1343","Apr 1, 1907",236.53,1907-04-01
"1344","Mar 1, 1907",235.4,1907-03-01
"1345","Feb 1, 1907",258.17,1907-02-01
"1346","Jan 1, 1907",272.26,1907-01-01
"1347","Dec 1, 1906",277.41,1906-12-01
"1348","Nov 1, 1906",282.8,1906-11-01
"1349","Oct 1, 1906",280.27,1906-10-01
"1350","Sep 1, 1906",295.32,1906-09-01
"1351","Aug 1, 1906",289.53,1906-08-01
"1352","Jul 1, 1906",275.78,1906-07-01
"1353","Jun 1, 1906",273.83,1906-06-01
"1354","May 1, 1906",270.29,1906-05-01
"1355","Apr 1, 1906",280.6,1906-04-01
"1356","Mar 1, 1906",284.47,1906-03-01
"1357","Feb 1, 1906",291.61,1906-02-01
"1358","Jan 1, 1906",293.7,1906-01-01
"1359","Dec 1, 1905",283.88,1905-12-01
"1360","Nov 1, 1905",280.34,1905-11-01
"1361","Oct 1, 1905",284.91,1905-10-01
"1362","Sep 1, 1905",280.96,1905-09-01
"1363","Aug 1, 1905",277.03,1905-08-01
"1364","Jul 1, 1905",270,1905-07-01
"1365","Jun 1, 1905",261.78,1905-06-01
"1366","May 1, 1905",258.73,1905-05-01
"1367","Apr 1, 1905",269.2,1905-04-01
"1368","Mar 1, 1905",272.51,1905-03-01
"1369","Feb 1, 1905",261.86,1905-02-01
"1370","Jan 1, 1905",250.85,1905-01-01
"1371","Dec 1, 1904",245.49,1904-12-01
"1372","Nov 1, 1904",243.11,1904-11-01
"1373","Oct 1, 1904",235.91,1904-10-01
"1374","Sep 1, 1904",222.82,1904-09-01
"1375","Aug 1, 1904",215.99,1904-08-01
"1376","Jul 1, 1904",211.23,1904-07-01
"1377","Jun 1, 1904",202.81,1904-06-01
"1378","May 1, 1904",202.5,1904-05-01
"1379","Apr 1, 1904",202.12,1904-04-01
"1380","Mar 1, 1904",195.13,1904-03-01
"1381","Feb 1, 1904",193.42,1904-02-01
"1382","Jan 1, 1904",203.34,1904-01-01
"1383","Dec 1, 1903",204.68,1903-12-01
"1384","Nov 1, 1903",195.65,1903-11-01
"1385","Oct 1, 1903",192.88,1903-10-01
"1386","Sep 1, 1903",196.94,1903-09-01
"1387","Aug 1, 1903",204.28,1903-08-01
"1388","Jul 1, 1903",211.06,1903-07-01
"1389","Jun 1, 1903",221.23,1903-06-01
"1390","May 1, 1903",234.17,1903-05-01
"1391","Apr 1, 1903",233.37,1903-04-01
"1392","Mar 1, 1903",243.31,1903-03-01
"1393","Feb 1, 1903",244.76,1903-02-01
"1394","Jan 1, 1903",246.22,1903-01-01
"1395","Dec 1, 1902",237.02,1902-12-01
"1396","Nov 1, 1902",245.19,1902-11-01
"1397","Oct 1, 1902",246.85,1902-10-01
"1398","Sep 1, 1902",272.68,1902-09-01
"1399","Aug 1, 1902",275.09,1902-08-01
"1400","Jul 1, 1902",264.98,1902-07-01
"1401","Jun 1, 1902",259.12,1902-06-01
"1402","May 1, 1902",263.57,1902-05-01
"1403","Apr 1, 1902",267.49,1902-04-01
"1404","Mar 1, 1902",261.61,1902-03-01
"1405","Feb 1, 1902",261.29,1902-02-01
"1406","Jan 1, 1902",259.06,1902-01-01
"1407","Dec 1, 1901",250.78,1901-12-01
"1408","Nov 1, 1901",257.78,1901-11-01
"1409","Oct 1, 1901",255.59,1901-10-01
"1410","Sep 1, 1901",258.5,1901-09-01
"1411","Aug 1, 1901",262.83,1901-08-01
"1412","Jul 1, 1901",262.64,1901-07-01
"1413","Jun 1, 1901",284.88,1901-06-01
"1414","May 1, 1901",259.08,1901-05-01
"1415","Apr 1, 1901",272.82,1901-04-01
"1416","Mar 1, 1901",248.73,1901-03-01
"1417","Feb 1, 1901",240.12,1901-02-01
"1418","Jan 1, 1901",231.12,1901-01-01
"1419","Dec 1, 1900",227.53,1900-12-01
"1420","Nov 1, 1900",211.83,1900-11-01
"1421","Oct 1, 1900",196.47,1900-10-01
"1422","Sep 1, 1900",187.41,1900-09-01
"1423","Aug 1, 1900",194.18,1900-08-01
"1424","Jul 1, 1900",189.35,1900-07-01
"1425","Jun 1, 1900",191.56,1900-06-01
"1426","May 1, 1900",195.17,1900-05-01
"1427","Apr 1, 1900",199.99,1900-04-01
"1428","Mar 1, 1900",197.47,1900-03-01
"1429","Feb 1, 1900",195.89,1900-02-01
"1430","Jan 1, 1900",194.61,1900-01-01
"1431","Dec 1, 1899",192.06,1899-12-01
"1432","Nov 1, 1899",208.74,1899-11-01
"1433","Oct 1, 1899",207.25,1899-10-01
"1434","Sep 1, 1899",210.97,1899-09-01
"1435","Aug 1, 1899",221.44,1899-08-01
"1436","Jul 1, 1899",218.92,1899-07-01
"1437","Jun 1, 1899",214.27,1899-06-01
"1438","May 1, 1899",222.32,1899-05-01
"1439","Apr 1, 1899",231.99,1899-04-01
"1440","Mar 1, 1899",232.09,1899-03-01
"1441","Feb 1, 1899",228.83,1899-02-01
"1442","Jan 1, 1899",226.69,1899-01-01
"1443","Dec 1, 1898",210.65,1898-12-01
"1444","Nov 1, 1898",201.33,1898-11-01
"1445","Oct 1, 1898",194.89,1898-10-01
"1446","Sep 1, 1898",199.06,1898-09-01
"1447","Aug 1, 1898",199.44,1898-08-01
"1448","Jul 1, 1898",192.25,1898-07-01
"1449","Jun 1, 1898",188.66,1898-06-01
"1450","May 1, 1898",169.77,1898-05-01
"1451","Apr 1, 1898",170.39,1898-04-01
"1452","Mar 1, 1898",173.37,1898-03-01
"1453","Feb 1, 1898",181.57,1898-02-01
"1454","Jan 1, 1898",184.68,1898-01-01
"1455","Dec 1, 1897",179.76,1897-12-01
"1456","Nov 1, 1897",175.97,1897-11-01
"1457","Oct 1, 1897",182.41,1897-10-01
"1458","Sep 1, 1897",185.67,1897-09-01
"1459","Aug 1, 1897",182.22,1897-08-01
"1460","Jul 1, 1897",179,1897-07-01
"1461","Jun 1, 1897",171.37,1897-06-01
"1462","May 1, 1897",163.74,1897-05-01
"1463","Apr 1, 1897",160.64,1897-04-01
"1464","Mar 1, 1897",163.22,1897-03-01
"1465","Feb 1, 1897",162.83,1897-02-01
"1466","Jan 1, 1897",164.39,1897-01-01
"1467","Dec 1, 1896",159.7,1896-12-01
"1468","Nov 1, 1896",165.75,1896-11-01
"1469","Oct 1, 1896",159.71,1896-10-01
"1470","Sep 1, 1896",160.94,1896-09-01
"1471","Aug 1, 1896",152.91,1896-08-01
"1472","Jul 1, 1896",162.14,1896-07-01
"1473","Jun 1, 1896",173.38,1896-06-01
"1474","May 1, 1896",174.09,1896-05-01
"1475","Apr 1, 1896",172.18,1896-04-01
"1476","Mar 1, 1896",168.03,1896-03-01
"1477","Feb 1, 1896",170.71,1896-02-01
"1478","Jan 1, 1896",161.59,1896-01-01
"1479","Dec 1, 1895",161.07,1895-12-01
"1480","Nov 1, 1895",168.88,1895-11-01
"1481","Oct 1, 1895",174.77,1895-10-01
"1482","Sep 1, 1895",177.35,1895-09-01
"1483","Aug 1, 1895",176.24,1895-08-01
"1484","Jul 1, 1895",171.17,1895-07-01
"1485","Jun 1, 1895",168.26,1895-06-01
"1486","May 1, 1895",167.18,1895-05-01
"1487","Apr 1, 1895",160.79,1895-04-01
"1488","Mar 1, 1895",160.74,1895-03-01
"1489","Feb 1, 1895",160.74,1895-02-01
"1490","Jan 1, 1895",163.04,1895-01-01
"1491","Dec 1, 1894",164.96,1894-12-01
"1492","Nov 1, 1894",164.24,1894-11-01
"1493","Oct 1, 1894",164.24,1894-10-01
"1494","Sep 1, 1894",164.84,1894-09-01
"1495","Aug 1, 1894",164.42,1894-08-01
"1496","Jul 1, 1894",163.04,1894-07-01
"1497","Jun 1, 1894",166.49,1894-06-01
"1498","May 1, 1894",168.79,1894-05-01
"1499","Apr 1, 1894",175.31,1894-04-01
"1500","Mar 1, 1894",173.01,1894-03-01
"1501","Feb 1, 1894",163.3,1894-02-01
"1502","Jan 1, 1894",158.95,1894-01-01
"1503","Dec 1, 1893",157.88,1893-12-01
"1504","Nov 1, 1893",161.32,1893-11-01
"1505","Oct 1, 1893",154.73,1893-10-01
"1506","Sep 1, 1893",152.34,1893-09-01
"1507","Aug 1, 1893",147.96,1893-08-01
"1508","Jul 1, 1893",145.71,1893-07-01
"1509","Jun 1, 1893",156.59,1893-06-01
"1510","May 1, 1893",160.3,1893-05-01
"1511","Apr 1, 1893",173.58,1893-04-01
"1512","Mar 1, 1893",171.58,1893-03-01
"1513","Feb 1, 1893",173.81,1893-02-01
"1514","Jan 1, 1893",178.98,1893-01-01
"1515","Dec 1, 1892",182.49,1892-12-01
"1516","Nov 1, 1892",186.68,1892-11-01
"1517","Oct 1, 1892",192.21,1892-10-01
"1518","Sep 1, 1892",188.43,1892-09-01
"1519","Aug 1, 1892",193.24,1892-08-01
"1520","Jul 1, 1892",193.12,1892-07-01
"1521","Jun 1, 1892",198.34,1892-06-01
"1522","May 1, 1892",199.41,1892-05-01
"1523","Apr 1, 1892",199.41,1892-04-01
"1524","Mar 1, 1892",196.97,1892-03-01
"1525","Feb 1, 1892",189.8,1892-02-01
"1526","Jan 1, 1892",189.46,1892-01-01
"1527","Dec 1, 1891",181.32,1891-12-01
"1528","Nov 1, 1891",175.96,1891-11-01
"1529","Oct 1, 1891",176.53,1891-10-01
"1530","Sep 1, 1891",176.53,1891-09-01
"1531","Aug 1, 1891",161.16,1891-08-01
"1532","Jul 1, 1891",155.93,1891-07-01
"1533","Jun 1, 1891",156.72,1891-06-01
"1534","May 1, 1891",156.14,1891-05-01
"1535","Apr 1, 1891",154.84,1891-04-01
"1536","Mar 1, 1891",151.73,1891-03-01
"1537","Feb 1, 1891",156.33,1891-02-01
"1538","Jan 1, 1891",156.39,1891-01-01
"1539","Dec 1, 1890",146.76,1890-12-01
"1540","Nov 1, 1890",150.27,1890-11-01
"1541","Oct 1, 1890",158.26,1890-10-01
"1542","Sep 1, 1890",165.74,1890-09-01
"1543","Aug 1, 1890",170.65,1890-08-01
"1544","Jul 1, 1890",181.1,1890-07-01
"1545","Jun 1, 1890",182.41,1890-06-01
"1546","May 1, 1890",183.72,1890-05-01
"1547","Apr 1, 1890",178.51,1890-04-01
"1548","Mar 1, 1890",174.87,1890-03-01
"1549","Feb 1, 1890",176.19,1890-02-01
"1550","Jan 1, 1890",178.18,1890-01-01
"1551","Dec 1, 1889",171.9,1889-12-01
"1552","Nov 1, 1889",174.89,1889-11-01
"1553","Oct 1, 1889",176.52,1889-10-01
"1554","Sep 1, 1889",179.79,1889-09-01
"1555","Aug 1, 1889",177.85,1889-08-01
"1556","Jul 1, 1889",175.53,1889-07-01
"1557","Jun 1, 1889",179.18,1889-06-01
"1558","May 1, 1889",176.19,1889-05-01
"1559","Apr 1, 1889",167.38,1889-04-01
"1560","Mar 1, 1889",167.7,1889-03-01
"1561","Feb 1, 1889",169.09,1889-02-01
"1562","Jan 1, 1889",165.29,1889-01-01
"1563","Dec 1, 1888",156.46,1888-12-01
"1564","Nov 1, 1888",159.5,1888-11-01
"1565","Oct 1, 1888",164.84,1888-10-01
"1566","Sep 1, 1888",167.61,1888-09-01
"1567","Aug 1, 1888",163.56,1888-08-01
"1568","Jul 1, 1888",160.13,1888-07-01
"1569","Jun 1, 1888",158.04,1888-06-01
"1570","May 1, 1888",161.07,1888-05-01
"1571","Apr 1, 1888",157.14,1888-04-01
"1572","Mar 1, 1888",154.63,1888-03-01
"1573","Feb 1, 1888",160.72,1888-02-01
"1574","Jan 1, 1888",159.9,1888-01-01
"1575","Dec 1, 1887",160.42,1887-12-01
"1576","Nov 1, 1887",165.12,1887-11-01
"1577","Oct 1, 1887",164.03,1887-10-01
"1578","Sep 1, 1887",171.64,1887-09-01
"1579","Aug 1, 1887",171.92,1887-08-01
"1580","Jul 1, 1887",178.34,1887-07-01
"1581","Jun 1, 1887",180.75,1887-06-01
"1582","May 1, 1887",183.81,1887-05-01
"1583","Apr 1, 1887",180.69,1887-04-01
"1584","Mar 1, 1887",176.64,1887-03-01
"1585","Feb 1, 1887",172.59,1887-02-01
"1586","Jan 1, 1887",176.02,1887-01-01
"1587","Dec 1, 1886",182.24,1886-12-01
"1588","Nov 1, 1886",189.27,1886-11-01
"1589","Oct 1, 1886",184.7,1886-10-01
"1590","Sep 1, 1886",180.12,1886-09-01
"1591","Aug 1, 1886",175.54,1886-08-01
"1592","Jul 1, 1886",176.53,1886-07-01
"1593","Jun 1, 1886",175.96,1886-06-01
"1594","May 1, 1886",166.26,1886-05-01
"1595","Apr 1, 1886",165.44,1886-04-01
"1596","Mar 1, 1886",165.58,1886-03-01
"1597","Feb 1, 1886",167.18,1886-02-01
"1598","Jan 1, 1886",164.03,1886-01-01
"1599","Dec 1, 1885",160.22,1885-12-01
"1600","Nov 1, 1885",165.29,1885-11-01
"1601","Oct 1, 1885",156.97,1885-10-01
"1602","Sep 1, 1885",148.35,1885-09-01
"1603","Aug 1, 1885",148.57,1885-08-01
"1604","Jul 1, 1885",140.69,1885-07-01
"1605","Jun 1, 1885",137.19,1885-06-01
"1606","May 1, 1885",134.59,1885-05-01
"1607","Apr 1, 1885",133.02,1885-04-01
"1608","Mar 1, 1885",134.95,1885-03-01
"1609","Feb 1, 1885",131.59,1885-02-01
"1610","Jan 1, 1885",129.06,1885-01-01
"1611","Dec 1, 1884",132.11,1884-12-01
"1612","Nov 1, 1884",130.99,1884-11-01
"1613","Oct 1, 1884",130.73,1884-10-01
"1614","Sep 1, 1884",133.59,1884-09-01
"1615","Aug 1, 1884",136.53,1884-08-01
"1616","Jul 1, 1884",128.47,1884-07-01
"1617","Jun 1, 1884",127.02,1884-06-01
"1618","May 1, 1884",132.43,1884-05-01
"1619","Apr 1, 1884",141.07,1884-04-01
"1620","Mar 1, 1884",144.72,1884-03-01
"1621","Feb 1, 1884",145.27,1884-02-01
"1622","Jan 1, 1884",141.45,1884-01-01
"1623","Dec 1, 1883",145.82,1883-12-01
"1624","Nov 1, 1883",150.73,1883-11-01
"1625","Oct 1, 1883",146.91,1883-10-01
"1626","Sep 1, 1883",151,1883-09-01
"1627","Aug 1, 1883",147.92,1883-08-01
"1628","Jul 1, 1883",154.95,1883-07-01
"1629","Jun 1, 1883",154.24,1883-06-01
"1630","May 1, 1883",148.39,1883-05-01
"1631","Apr 1, 1883",149.44,1883-04-01
"1632","Mar 1, 1883",145.07,1883-03-01
"1633","Feb 1, 1883",141.88,1883-02-01
"1634","Jan 1, 1883",146.58,1883-01-01
"1635","Dec 1, 1882",147.34,1882-12-01
"1636","Nov 1, 1882",145.13,1882-11-01
"1637","Oct 1, 1882",150.28,1882-10-01
"1638","Sep 1, 1882",152.99,1882-09-01
"1639","Aug 1, 1882",147.5,1882-08-01
"1640","Jul 1, 1882",144.43,1882-07-01
"1641","Jun 1, 1882",135.57,1882-06-01
"1642","May 1, 1882",137.45,1882-05-01
"1643","Apr 1, 1882",140.48,1882-04-01
"1644","Mar 1, 1882",141.71,1882-03-01
"1645","Feb 1, 1882",141.96,1882-02-01
"1646","Jan 1, 1882",146.57,1882-01-01
"1647","Dec 1, 1881",148.8,1881-12-01
"1648","Nov 1, 1881",153.25,1881-11-01
"1649","Oct 1, 1881",150.78,1881-10-01
"1650","Sep 1, 1881",154.74,1881-09-01
"1651","Aug 1, 1881",159.45,1881-08-01
"1652","Jul 1, 1881",166.54,1881-07-01
"1653","Jun 1, 1881",174.39,1881-06-01
"1654","May 1, 1881",172.27,1881-05-01
"1655","Apr 1, 1881",163.13,1881-04-01
"1656","Mar 1, 1881",165.38,1881-03-01
"1657","Feb 1, 1881",163.52,1881-02-01
"1658","Jan 1, 1881",165.62,1881-01-01
"1659","Dec 1, 1880",154.77,1880-12-01
"1660","Nov 1, 1880",150.1,1880-11-01
"1661","Oct 1, 1880",144.14,1880-10-01
"1662","Sep 1, 1880",140.08,1880-09-01
"1663","Aug 1, 1880",141.72,1880-08-01
"1664","Jul 1, 1880",136.81,1880-07-01
"1665","Jun 1, 1880",130.8,1880-06-01
"1666","May 1, 1880",127.62,1880-05-01
"1667","Apr 1, 1880",134.59,1880-04-01
"1668","Mar 1, 1880",132.39,1880-03-01
"1669","Feb 1, 1880",131.19,1880-02-01
"1670","Jan 1, 1880",128.92,1880-01-01
"1671","Dec 1, 1879",127.84,1879-12-01
"1672","Nov 1, 1879",131.91,1879-11-01
"1673","Oct 1, 1879",131.94,1879-10-01
"1674","Sep 1, 1879",125.57,1879-09-01
"1675","Aug 1, 1879",125.4,1879-08-01
"1676","Jul 1, 1879",124.48,1879-07-01
"1677","Jun 1, 1879",123.37,1879-06-01
"1678","May 1, 1879",121.4,1879-05-01
"1679","Apr 1, 1879",116.16,1879-04-01
"1680","Mar 1, 1879",111.1,1879-03-01
"1681","Feb 1, 1879",111.72,1879-02-01
"1682","Jan 1, 1879",108.97,1879-01-01
"1683","Dec 1, 1878",106.3,1878-12-01
"1684","Nov 1, 1878",104.49,1878-11-01
"1685","Oct 1, 1878",103.55,1878-10-01
"1686","Sep 1, 1878",103.64,1878-09-01
"1687","Aug 1, 1878",101.58,1878-08-01
"1688","Jul 1, 1878",103.55,1878-07-01
"1689","Jun 1, 1878",102.68,1878-06-01
"1690","May 1, 1878",98.34,1878-05-01
"1691","Apr 1, 1878",94.83,1878-04-01
"1692","Mar 1, 1878",91.34,1878-03-01
"1693","Feb 1, 1878",87.79,1878-02-01
"1694","Jan 1, 1878",88.75,1878-01-01
"1695","Dec 1, 1877",86.13,1877-12-01
"1696","Nov 1, 1877",86.4,1877-11-01
"1697","Oct 1, 1877",86,1877-10-01
"1698","Sep 1, 1877",84.19,1877-09-01
"1699","Aug 1, 1877",78.44,1877-08-01
"1700","Jul 1, 1877",70.56,1877-07-01
"1701","Jun 1, 1877",68.19,1877-06-01
"1702","May 1, 1877",69.51,1877-05-01
"1703","Apr 1, 1877",70.77,1877-04-01
"1704","Mar 1, 1877",78.48,1877-03-01
"1705","Feb 1, 1877",78.97,1877-02-01
"1706","Jan 1, 1877",81.79,1877-01-01
"1707","Dec 1, 1876",83.93,1876-12-01
"1708","Nov 1, 1876",85.92,1876-11-01
"1709","Oct 1, 1876",88.35,1876-10-01
"1710","Sep 1, 1876",90.47,1876-09-01
"1711","Aug 1, 1876",97.3,1876-08-01
"1712","Jul 1, 1876",102.41,1876-07-01
"1713","Jun 1, 1876",103.66,1876-06-01
"1714","May 1, 1876",101.59,1876-05-01
"1715","Apr 1, 1876",101.75,1876-04-01
"1716","Mar 1, 1876",104.76,1876-03-01
"1717","Feb 1, 1876",105,1876-02-01
"1718","Jan 1, 1876",103.6,1876-01-01
"1719","Dec 1, 1875",100.68,1875-12-01
"1720","Nov 1, 1875",99.77,1875-11-01
"1721","Oct 1, 1875",97.37,1875-10-01
"1722","Sep 1, 1875",98.96,1875-09-01
"1723","Aug 1, 1875",98.97,1875-08-01
"1724","Jul 1, 1875",99.41,1875-07-01
"1725","Jun 1, 1875",99.18,1875-06-01
"1726","May 1, 1875",99.52,1875-05-01
"1727","Apr 1, 1875",100.95,1875-04-01
"1728","Mar 1, 1875",100.51,1875-03-01
"1729","Feb 1, 1875",99.19,1875-02-01
"1730","Jan 1, 1875",99.41,1875-01-01
"1731","Dec 1, 1874",99.41,1874-12-01
"1732","Nov 1, 1874",100.07,1874-11-01
"1733","Oct 1, 1874",98.34,1874-10-01
"1734","Sep 1, 1874",96.97,1874-09-01
"1735","Aug 1, 1874",95.48,1874-08-01
"1736","Jul 1, 1874",94.54,1874-07-01
"1737","Jun 1, 1874",95.26,1874-06-01
"1738","May 1, 1874",93.47,1874-05-01
"1739","Apr 1, 1874",95.19,1874-04-01
"1740","Mar 1, 1874",96.37,1874-03-01
"1741","Feb 1, 1874",97.8,1874-02-01
"1742","Jan 1, 1874",94.95,1874-01-01
"1743","Dec 1, 1873",91.46,1873-12-01
"1744","Nov 1, 1873",85.64,1873-11-01
"1745","Oct 1, 1873",86.07,1873-10-01
"1746","Sep 1, 1873",92.11,1873-09-01
"1747","Aug 1, 1873",99.73,1873-08-01
"1748","Jul 1, 1873",99.73,1873-07-01
"1749","Jun 1, 1873",99.93,1873-06-01
"1750","May 1, 1873",98.36,1873-05-01
"1751","Apr 1, 1873",96.01,1873-04-01
"1752","Mar 1, 1873",97.35,1873-03-01
"1753","Feb 1, 1873",98.11,1873-02-01
"1754","Jan 1, 1873",99.53,1873-01-01
"1755","Dec 1, 1872",98.75,1872-12-01
"1756","Nov 1, 1872",95.02,1872-11-01
"1757","Oct 1, 1872",98.25,1872-10-01
"1758","Sep 1, 1872",95.75,1872-09-01
"1759","Aug 1, 1872",98.17,1872-08-01
"1760","Jul 1, 1872",100.11,1872-07-01
"1761","Jun 1, 1872",99.23,1872-06-01
"1762","May 1, 1872",99.43,1872-05-01
"1763","Apr 1, 1872",99.43,1872-04-01
"1764","Mar 1, 1872",98.93,1872-03-01
"1765","Feb 1, 1872",97.23,1872-02-01
"1766","Jan 1, 1872",96.83,1872-01-01
"1767","Dec 1, 1871",94.44,1871-12-01
"1768","Nov 1, 1871",94.54,1871-11-01
"1769","Oct 1, 1871",93.52,1871-10-01
"1770","Sep 1, 1871",100.15,1871-09-01
