"","Date","Value.Value","time"
"1","Feb 1, 2019",2706.69,2019-02-01
"2","Jan 1, 2019",2584.96,2019-01-01
"3","Dec 1, 2018",2567.31,2018-12-01
"4","Nov 1, 2018",2723.23,2018-11-01
"5","Oct 1, 2018",2776.13,2018-10-01
"6","Sep 1, 2018",2896.89,2018-09-01
"7","Aug 1, 2018",2856.6,2018-08-01
"8","Jul 1, 2018",2793.99,2018-07-01
"9","Jun 1, 2018",2754.89,2018-06-01
"10","May 1, 2018",2706.32,2018-05-01
"11","Apr 1, 2018",2669.43,2018-04-01
"12","Mar 1, 2018",2729.67,2018-03-01
"13","Feb 1, 2018",2738.26,2018-02-01
"14","Jan 1, 2018",2836.75,2018-01-01
"15","Dec 1, 2017",2723.93,2017-12-01
"16","Nov 1, 2017",2650.06,2017-11-01
"17","Oct 1, 2017",2612.72,2017-10-01
"18","Sep 1, 2017",2545.55,2017-09-01
"19","Aug 1, 2017",2521.44,2017-08-01
"20","Jul 1, 2017",2526.8,2017-07-01
"21","Jun 1, 2017",2504.37,2017-06-01
"22","May 1, 2017",2466.85,2017-05-01
"23","Apr 1, 2017",2431.81,2017-04-01
"24","Mar 1, 2017",2446.78,2017-03-01
"25","Feb 1, 2017",2410.59,2017-02-01
"26","Jan 1, 2017",2361.3,2017-01-01
"27","Dec 1, 2016",2345.32,2016-12-01
"28","Nov 1, 2016",2260.84,2016-11-01
"29","Oct 1, 2016",2234.41,2016-10-01
"30","Sep 1, 2016",2252.51,2016-09-01
"31","Aug 1, 2016",2271.8,2016-08-01
"32","Jul 1, 2016",2250.8,2016-07-01
"33","Jun 1, 2016",2179.17,2016-06-01
"34","May 1, 2016",2167.09,2016-05-01
"35","Apr 1, 2016",2186.38,2016-04-01
"36","Mar 1, 2016",2140.02,2016-03-01
"37","Feb 1, 2016",2024.31,2016-02-01
"38","Jan 1, 2016",2041.06,2016-01-01
"39","Dec 1, 2015",2188.8,2015-12-01
"40","Nov 1, 2015",2209.51,2015-11-01
"41","Oct 1, 2015",2145.7,2015-10-01
"42","Sep 1, 2015",2059.57,2015-09-01
"43","Aug 1, 2015",2157.32,2015-08-01
"44","Jul 1, 2015",2211.58,2015-07-01
"45","Jun 1, 2015",2217.17,2015-06-01
"46","May 1, 2015",2238.34,2015-05-01
"47","Apr 1, 2015",2231.56,2015-04-01
"48","Mar 1, 2015",2220.22,2015-03-01
"49","Feb 1, 2015",2235.81,2015-02-01
"50","Jan 1, 2015",2187.26,2015-01-01
"51","Dec 1, 2014",2204.97,2014-12-01
"52","Nov 1, 2014",2182.12,2014-11-01
"53","Oct 1, 2014",2056.44,2014-10-01
"54","Sep 1, 2014",2110.52,2014-09-01
"55","Aug 1, 2014",2078.52,2014-08-01
"56","Jul 1, 2014",2087.29,2014-07-01
"57","Jun 1, 2014",2058.97,2014-06-01
"58","May 1, 2014",2002.08,2014-05-01
"59","Apr 1, 2014",1981.95,2014-04-01
"60","Mar 1, 2014",1987.69,2014-03-01
"61","Feb 1, 2014",1950.6,2014-02-01
"62","Jan 1, 2014",1963.54,2014-01-01
"63","Dec 1, 2013",1955.08,2013-12-01
"64","Nov 1, 2013",1928.7,2013-11-01
"65","Oct 1, 2013",1856.22,2013-10-01
"66","Sep 1, 2013",1816.07,2013-09-01
"67","Aug 1, 2013",1799.78,2013-08-01
"68","Jul 1, 2013",1800.42,2013-07-01
"69","Jun 1, 2013",1747.26,2013-06-01
"70","May 1, 2013",1774.25,2013-05-01
"71","Apr 1, 2013",1702.47,2013-04-01
"72","Mar 1, 2013",1679.18,2013-03-01
"73","Feb 1, 2013",1641.75,2013-02-01
"74","Jan 1, 2013",1620.28,2013-01-01
"75","Dec 1, 2012",1561.28,2012-12-01
"76","Nov 1, 2012",1526.66,2012-11-01
"77","Oct 1, 2012",1566.62,2012-10-01
"78","Sep 1, 2012",1572.11,2012-09-01
"79","Aug 1, 2012",1535.39,2012-08-01
"80","Jul 1, 2012",1495.9,2012-07-01
"81","Jun 1, 2012",1453.59,2012-06-01
"82","May 1, 2012",1470.97,2012-05-01
"83","Apr 1, 2012",1518.71,2012-04-01
"84","Mar 1, 2012",1526.39,2012-03-01
"85","Feb 1, 2012",1497.3,2012-02-01
"86","Jan 1, 2012",1446.17,2012-01-01
"87","Dec 1, 2011",1388.58,2011-12-01
"88","Nov 1, 2011",1366.33,2011-11-01
"89","Oct 1, 2011",1343.8,2011-10-01
"90","Sep 1, 2011",1304,2011-09-01
"91","Aug 1, 2011",1318.69,2011-08-01
"92","Jul 1, 2011",1478.38,2011-07-01
"93","Jun 1, 2011",1437.37,2011-06-01
"94","May 1, 2011",1492.74,2011-05-01
"95","Apr 1, 2011",1492.14,2011-04-01
"96","Mar 1, 2011",1471.27,2011-03-01
"97","Feb 1, 2011",1504.56,2011-02-01
"98","Jan 1, 2011",1467.92,2011-01-01
"99","Dec 1, 2010",1427.66,2010-12-01
"100","Nov 1, 2010",1380.99,2010-11-01
"101","Oct 1, 2010",1350.1,2010-10-01
"102","Sep 1, 2010",1294.67,2010-09-01
"103","Aug 1, 2010",1255.25,2010-08-01
"104","Jul 1, 2010",1248.33,2010-07-01
"105","Jun 1, 2010",1252.71,2010-06-01
"106","May 1, 2010",1299.66,2010-05-01
"107","Apr 1, 2010",1384.21,2010-04-01
"108","Mar 1, 2010",1334.19,2010-03-01
"109","Feb 1, 2010",1266.53,2010-02-01
"110","Jan 1, 2010",1306.88,2010-01-01
"111","Dec 1, 2009",1295.94,2009-12-01
"112","Nov 1, 2009",1267.67,2009-11-01
"113","Oct 1, 2009",1244.77,2009-10-01
"114","Sep 1, 2009",1219,2009-09-01
"115","Aug 1, 2009",1179.1,2009-08-01
"116","Jul 1, 2009",1095.25,2009-07-01
"117","Jun 1, 2009",1082.17,2009-06-01
"118","May 1, 2009",1063.53,2009-05-01
"119","Apr 1, 2009",1002.47,2009-04-01
"120","Mar 1, 2009",897.12,2009-03-01
"121","Feb 1, 2009",956.43,2009-02-01
"122","Jan 1, 2009",1033.23,2009-01-01
"123","Dec 1, 2008",1052.09,2008-12-01
"124","Nov 1, 2008",1047.71,2008-11-01
"125","Oct 1, 2008",1127.45,2008-10-01
"126","Sep 1, 2008",1401.93,2008-09-01
"127","Aug 1, 2008",1474.21,2008-08-01
"128","Jul 1, 2008",1440.67,2008-07-01
"129","Jun 1, 2008",1544.89,2008-06-01
"130","May 1, 2008",1632.56,2008-05-01
"131","Apr 1, 2008",1607.88,2008-04-01
"132","Mar 1, 2008",1554.45,2008-03-01
"133","Feb 1, 2008",1613.08,2008-02-01
"134","Jan 1, 2008",1646.29,2008-01-01
"135","Dec 1, 2007",1775.03,2007-12-01
"136","Nov 1, 2007",1754.85,2007-11-01
"137","Oct 1, 2007",1857.28,2007-10-01
"138","Sep 1, 2007",1809.83,2007-09-01
"139","Aug 1, 2007",1763.3,2007-08-01
"140","Jul 1, 2007",1840.03,2007-07-01
"141","Jun 1, 2007",1831.68,2007-06-01
"142","May 1, 2007",1831.53,2007-05-01
"143","Apr 1, 2007",1784.8,2007-04-01
"144","Mar 1, 2007",1726.81,2007-03-01
"145","Feb 1, 2007",1789.42,2007-02-01
"146","Jan 1, 2007",1773.29,2007-01-01
"147","Dec 1, 2006",1769.04,2006-12-01
"148","Nov 1, 2006",1736.92,2006-11-01
"149","Oct 1, 2006",1702.79,2006-10-01
"150","Sep 1, 2006",1636.87,2006-09-01
"151","Aug 1, 2006",1591.03,2006-08-01
"152","Jul 1, 2006",1560.83,2006-07-01
"153","Jun 1, 2006",1556.66,2006-06-01
"154","May 1, 2006",1605.59,2006-05-01
"155","Apr 1, 2006",1628.77,2006-04-01
"156","Mar 1, 2006",1631.99,2006-03-01
"157","Feb 1, 2006",1619.35,2006-02-01
"158","Jan 1, 2006",1625.26,2006-01-01
"159","Dec 1, 2005",1616.31,2005-12-01
"160","Nov 1, 2005",1578.26,2005-11-01
"161","Oct 1, 2005",1508.13,2005-10-01
"162","Sep 1, 2005",1554.22,2005-09-01
"163","Aug 1, 2005",1571.09,2005-08-01
"164","Jul 1, 2005",1576.51,2005-07-01
"165","Jun 1, 2005",1557.91,2005-06-01
"166","May 1, 2005",1527.63,2005-05-01
"167","Apr 1, 2005",1508.12,2005-04-01
"168","Mar 1, 2005",1557.99,2005-03-01
"169","Feb 1, 2005",1576.39,2005-02-01
"170","Jan 1, 2005",1561.41,2005-01-01
"171","Dec 1, 2004",1588.26,2004-12-01
"172","Nov 1, 2004",1542.5,2004-11-01
"173","Oct 1, 2004",1475.01,2004-10-01
"174","Sep 1, 2004",1483.37,2004-09-01
"175","Aug 1, 2004",1448.31,2004-08-01
"176","Jul 1, 2004",1471.57,2004-07-01
"177","Jun 1, 2004",1505,2004-06-01
"178","May 1, 2004",1469.82,2004-05-01
"179","Apr 1, 2004",1519.41,2004-04-01
"180","Mar 1, 2004",1511.66,2004-03-01
"181","Feb 1, 2004",1547.64,2004-02-01
"182","Jan 1, 2004",1541.24,2004-01-01
"183","Dec 1, 2003",1477.82,2003-12-01
"184","Nov 1, 2003",1434.23,2003-11-01
"185","Oct 1, 2003",1415.13,2003-10-01
"186","Sep 1, 2003",1387.35,2003-09-01
"187","Aug 1, 2003",1351.02,2003-08-01
"188","Jul 1, 2003",1360.29,2003-07-01
"189","Jun 1, 2003",1355.54,2003-06-01
"190","May 1, 2003",1285.54,2003-05-01
"191","Apr 1, 2003",1220.46,2003-04-01
"192","Mar 1, 2003",1158.43,2003-03-01
"193","Feb 1, 2003",1152.18,2003-02-01
"194","Jan 1, 2003",1242.63,2003-01-01
"195","Dec 1, 2002",1252.78,2002-12-01
"196","Nov 1, 2002",1264.96,2002-11-01
"197","Oct 1, 2002",1188.08,2002-10-01
"198","Sep 1, 2002",1208.4,2002-09-01
"199","Aug 1, 2002",1272.81,2002-08-01
"200","Jul 1, 2002",1264.51,2002-07-01
"201","Jun 1, 2002",1420.63,2002-06-01
"202","May 1, 2002",1512.86,2002-05-01
"203","Apr 1, 2002",1558.67,2002-04-01
"204","Mar 1, 2002",1626.39,2002-03-01
"205","Feb 1, 2002",1560.24,2002-02-01
"206","Jan 1, 2002",1622.68,2002-01-01
"207","Dec 1, 2001",1633.08,2001-12-01
"208","Nov 1, 2001",1604.97,2001-11-01
"209","Oct 1, 2001",1526.96,2001-10-01
"210","Sep 1, 2001",1476.66,2001-09-01
"211","Aug 1, 2001",1673.39,2001-08-01
"212","Jul 1, 2001",1710.24,2001-07-01
"213","Jun 1, 2001",1753.94,2001-06-01
"214","May 1, 2001",1801.81,2001-05-01
"215","Apr 1, 2001",1695.22,2001-04-01
"216","Mar 1, 2001",1696.25,2001-03-01
"217","Feb 1, 2001",1872.01,2001-02-01
"218","Jan 1, 2001",1922.5,2001-01-01
"219","Dec 1, 2000",1927.84,2000-12-01
"220","Nov 1, 2000",1994.94,2000-11-01
"221","Oct 1, 2000",2013.61,2000-10-01
"222","Sep 1, 2000",2130.13,2000-09-01
"223","Aug 1, 2000",2166.62,2000-08-01
"224","Jul 1, 2000",2148.45,2000-07-01
"225","Jun 1, 2000",2137.29,2000-06-01
"226","May 1, 2000",2084.61,2000-05-01
"227","Apr 1, 2000",2150.14,2000-04-01
"228","Mar 1, 2000",2123.2,2000-03-01
"229","Feb 1, 2000",2061.53,2000-02-01
"230","Jan 1, 2000",2128.57,2000-01-01
"231","Dec 1, 1999",2139.52,1999-12-01
"232","Nov 1, 1999",2083.09,1999-11-01
"233","Oct 1, 1999",1947.99,1999-10-01
"234","Sep 1, 1999",1978.73,1999-09-01
"235","Aug 1, 1999",2002.26,1999-08-01
"236","Jul 1, 1999",2087.95,1999-07-01
"237","Jun 1, 1999",2005.61,1999-06-01
"238","May 1, 1999",2020.05,1999-05-01
"239","Apr 1, 1999",2024.13,1999-04-01
"240","Mar 1, 1999",1957.74,1999-03-01
"241","Feb 1, 1999",1909.94,1999-02-01
"242","Jan 1, 1999",1915.63,1999-01-01
"243","Dec 1, 1998",1830.01,1998-12-01
"244","Nov 1, 1998",1758.78,1998-11-01
"245","Oct 1, 1998",1586.72,1998-10-01
"246","Sep 1, 1998",1572.37,1998-09-01
"247","Aug 1, 1998",1657.56,1998-08-01
"248","Jul 1, 1998",1786.16,1998-07-01
"249","Jun 1, 1998",1713.84,1998-06-01
"250","May 1, 1998",1715.99,1998-05-01
"251","Apr 1, 1998",1725.03,1998-04-01
"252","Mar 1, 1998",1673.26,1998-03-01
"253","Feb 1, 1998",1593.71,1998-02-01
"254","Jan 1, 1998",1502.5,1998-01-01
"255","Dec 1, 1997",1503.74,1997-12-01
"256","Nov 1, 1997",1465.28,1997-11-01
"257","Oct 1, 1997",1483.47,1997-10-01
"258","Sep 1, 1997",1465.04,1997-09-01
"259","Aug 1, 1997",1453.36,1997-08-01
"260","Jul 1, 1997",1453.01,1997-07-01
"261","Jun 1, 1997",1377.78,1997-06-01
"262","May 1, 1997",1311.49,1997-05-01
"263","Apr 1, 1997",1201.87,1997-04-01
"264","Mar 1, 1997",1247.84,1997-03-01
"265","Feb 1, 1997",1260.81,1997-02-01
"266","Jan 1, 1997",1213.81,1997-01-01
"267","Dec 1, 1996",1181.13,1996-12-01
"268","Nov 1, 1996",1169.08,1996-11-01
"269","Oct 1, 1996",1116.83,1996-10-01
"270","Sep 1, 1996",1077.92,1996-09-01
"271","Aug 1, 1996",1061.8,1996-08-01
"272","Jul 1, 1996",1033.95,1996-07-01
"273","Jun 1, 1996",1075.22,1996-06-01
"274","May 1, 1996",1064.21,1996-05-01
"275","Apr 1, 1996",1043.58,1996-04-01
"276","Mar 1, 1996",1047.44,1996-03-01
"277","Feb 1, 1996",1056.87,1996-02-01
"278","Jan 1, 1996",1002.96,1996-01-01
"279","Dec 1, 1995",1009.09,1995-12-01
"280","Nov 1, 1995",977.19,1995-11-01
"281","Oct 1, 1995",955.88,1995-10-01
"282","Sep 1, 1995",952.17,1995-09-01
"283","Aug 1, 1995",921.63,1995-08-01
"284","Jul 1, 1995",921.17,1995-07-01
"285","Jun 1, 1995",891.39,1995-06-01
"286","May 1, 1995",867.41,1995-05-01
"287","Apr 1, 1995",842.74,1995-04-01
"288","Mar 1, 1995",820.95,1995-03-01
"289","Feb 1, 1995",804.92,1995-02-01
"290","Jan 1, 1995",780.18,1995-01-01
"291","Dec 1, 1994",766.37,1994-12-01
"292","Nov 1, 1994",776.17,1994-11-01
"293","Oct 1, 1994",781.92,1994-10-01
"294","Sep 1, 1994",787.76,1994-09-01
"295","Aug 1, 1994",785.28,1994-08-01
"296","Jul 1, 1994",766.64,1994-07-01
"297","Jun 1, 1994",774.56,1994-06-01
"298","May 1, 1994",770.47,1994-05-01
"299","Apr 1, 1994",764.71,1994-04-01
"300","Mar 1, 1994",794.14,1994-03-01
"301","Feb 1, 1994",810.2,1994-02-01
"302","Jan 1, 1994",815.4,1994-01-01
"303","Dec 1, 1993",805.47,1993-12-01
"304","Nov 1, 1993",800.18,1993-11-01
"305","Oct 1, 1993",802.47,1993-10-01
"306","Sep 1, 1993",797.7,1993-09-01
"307","Aug 1, 1993",790.46,1993-08-01
"308","Jul 1, 1993",780.71,1993-07-01
"309","Jun 1, 1993",782.05,1993-06-01
"310","May 1, 1993",778.22,1993-05-01
"311","Apr 1, 1993",775.51,1993-04-01
"312","Mar 1, 1993",790.09,1993-03-01
"313","Feb 1, 1993",777.95,1993-02-01
"314","Jan 1, 1993",769.25,1993-01-01
"315","Dec 1, 1992",773.77,1992-12-01
"316","Nov 1, 1992",750.51,1992-11-01
"317","Oct 1, 1992",733.19,1992-10-01
"318","Sep 1, 1992",746.45,1992-09-01
"319","Aug 1, 1992",747.58,1992-08-01
"320","Jul 1, 1992",744.54,1992-07-01
"321","Jun 1, 1992",733.95,1992-06-01
"322","May 1, 1992",748.37,1992-05-01
"323","Apr 1, 1992",736.08,1992-04-01
"324","Mar 1, 1992",737.04,1992-03-01
"325","Feb 1, 1992",750.22,1992-02-01
"326","Jan 1, 1992",759.36,1992-01-01
"327","Dec 1, 1991",710.07,1991-12-01
"328","Nov 1, 1991",705.85,1991-11-01
"329","Oct 1, 1991",709.67,1991-10-01
"330","Sep 1, 1991",711.29,1991-09-01
"331","Aug 1, 1991",718.47,1991-08-01
"332","Jul 1, 1991",703.62,1991-07-01
"333","Jun 1, 1991",701.05,1991-06-01
"334","May 1, 1991",702.57,1991-05-01
"335","Apr 1, 1991",707.79,1991-04-01
"336","Mar 1, 1991",695.03,1991-03-01
"337","Feb 1, 1991",677.32,1991-02-01
"338","Jan 1, 1991",609.48,1991-01-01
"339","Dec 1, 1990",619.26,1990-12-01
"340","Nov 1, 1990",593.91,1990-11-01
"341","Oct 1, 1990",579.82,1990-10-01
"342","Sep 1, 1990",599.06,1990-09-01
"343","Aug 1, 1990",633.45,1990-08-01
"344","Jul 1, 1990",695.87,1990-07-01
"345","Jun 1, 1990",699.25,1990-06-01
"346","May 1, 1990",683.25,1990-05-01
"347","Apr 1, 1990",661.24,1990-04-01
"348","Mar 1, 1990",662.82,1990-03-01
"349","Feb 1, 1990",650.67,1990-02-01
"350","Jan 1, 1990",672.57,1990-01-01
"351","Dec 1, 1989",696.75,1989-12-01
"352","Nov 1, 1989",681.04,1989-11-01
"353","Oct 1, 1989",697.12,1989-10-01
"354","Sep 1, 1989",700.26,1989-09-01
"355","Aug 1, 1989",701.09,1989-08-01
"356","Jul 1, 1989",672.44,1989-07-01
"357","Jun 1, 1989",657.41,1989-06-01
"358","May 1, 1989",639.05,1989-05-01
"359","Apr 1, 1989",618.94,1989-04-01
"360","Mar 1, 1989",603.2,1989-03-01
"361","Feb 1, 1989",609.37,1989-02-01
"362","Jan 1, 1989",593.99,1989-01-01
"363","Dec 1, 1988",578.33,1988-12-01
"364","Nov 1, 1988",567.77,1988-11-01
"365","Oct 1, 1988",581.66,1988-10-01
"366","Sep 1, 1988",563.82,1988-09-01
"367","Aug 1, 1988",558.51,1988-08-01
"368","Jul 1, 1988",572.35,1988-07-01
"369","Jun 1, 1988",578.19,1988-06-01
"370","May 1, 1988",549.34,1988-05-01
"371","Apr 1, 1988",565.2,1988-04-01
"372","Mar 1, 1988",574.82,1988-03-01
"373","Feb 1, 1988",560.78,1988-02-01
"374","Jan 1, 1988",545.68,1988-01-01
"375","Dec 1, 1987",526.35,1987-12-01
"376","Nov 1, 1987",535.09,1987-11-01
"377","Oct 1, 1987",612.5,1987-10-01
"378","Sep 1, 1987",698.47,1987-09-01
"379","Aug 1, 1987",725.71,1987-08-01
"380","Jul 1, 1987",686.79,1987-07-01
"381","Jun 1, 1987",669.29,1987-06-01
"382","May 1, 1987",644.25,1987-05-01
"383","Apr 1, 1987",646.98,1987-04-01
"384","Mar 1, 1987",657.64,1987-03-01
"385","Feb 1, 1987",634.39,1987-02-01
"386","Jan 1, 1987",599.5,1987-01-01
"387","Dec 1, 1986",567.03,1986-12-01
"388","Nov 1, 1986",559.55,1986-11-01
"389","Oct 1, 1986",542.46,1986-10-01
"390","Sep 1, 1986",545.02,1986-09-01
"391","Aug 1, 1986",562.89,1986-08-01
"392","Jul 1, 1986",552.87,1986-07-01
"393","Jun 1, 1986",564.61,1986-06-01
"394","May 1, 1986",551.98,1986-05-01
"395","Apr 1, 1986",552.35,1986-04-01
"396","Mar 1, 1986",538.13,1986-03-01
"397","Feb 1, 1986",505.92,1986-02-01
"398","Jan 1, 1986",478.78,1986-01-01
"399","Dec 1, 1985",478.02,1985-12-01
"400","Nov 1, 1985",456.67,1985-11-01
"401","Oct 1, 1985",431.73,1985-10-01
"402","Sep 1, 1985",428.44,1985-09-01
"403","Aug 1, 1985",439.43,1985-08-01
"404","Jul 1, 1985",450.07,1985-07-01
"405","Jun 1, 1985",442.47,1985-06-01
"406","May 1, 1985",434.31,1985-05-01
"407","Apr 1, 1985",425.8,1985-04-01
"408","Mar 1, 1985",424.96,1985-03-01
"409","Feb 1, 1985",430.13,1985-02-01
"410","Jan 1, 1985",409.95,1985-01-01
"411","Dec 1, 1984",393.73,1984-12-01
"412","Nov 1, 1984",398.04,1984-11-01
"413","Oct 1, 1984",394.45,1984-10-01
"414","Sep 1, 1984",398.7,1984-09-01
"415","Aug 1, 1984",396.51,1984-08-01
"416","Jul 1, 1984",365.83,1984-07-01
"417","Jun 1, 1984",372.1,1984-06-01
"418","May 1, 1984",381.71,1984-05-01
"419","Apr 1, 1984",385.27,1984-04-01
"420","Mar 1, 1984",386.65,1984-03-01
"421","Feb 1, 1984",387.16,1984-02-01
"422","Jan 1, 1984",411.57,1984-01-01
"423","Dec 1, 1983",409.03,1983-12-01
"424","Nov 1, 1983",411.43,1983-11-01
"425","Oct 1, 1983",418.48,1983-10-01
"426","Sep 1, 1983",418.48,1983-09-01
"427","Aug 1, 1983",408.49,1983-08-01
"428","Jul 1, 1983",421.32,1983-07-01
"429","Jun 1, 1983",421.5,1983-06-01
"430","May 1, 1983",416.93,1983-05-01
"431","Apr 1, 1983",403.11,1983-04-01
"432","Mar 1, 1983",391.06,1983-03-01
"433","Feb 1, 1983",377.93,1983-02-01
"434","Jan 1, 1983",371.87,1983-01-01
"435","Dec 1, 1982",359.98,1982-12-01
"436","Nov 1, 1982",355.17,1982-11-01
"437","Oct 1, 1982",340.58,1982-10-01
"438","Sep 1, 1982",315.11,1982-09-01
"439","Aug 1, 1982",282.99,1982-08-01
"440","Jul 1, 1982",282.8,1982-07-01
"441","Jun 1, 1982",285.04,1982-06-01
"442","May 1, 1982",306.23,1982-05-01
"443","Apr 1, 1982",308.87,1982-04-01
"444","Mar 1, 1982",295.51,1982-03-01
"445","Feb 1, 1982",305.06,1982-02-01
"446","Jan 1, 1982",313.51,1982-01-01
"447","Dec 1, 1981",331.94,1981-12-01
"448","Nov 1, 1981",330.58,1981-11-01
"449","Oct 1, 1981",323.28,1981-10-01
"450","Sep 1, 1981",319.92,1981-09-01
"451","Aug 1, 1981",353.89,1981-08-01
"452","Jul 1, 1981",355.22,1981-07-01
"453","Jun 1, 1981",368.04,1981-06-01
"454","May 1, 1981",369.64,1981-05-01
"455","Apr 1, 1981",380.18,1981-04-01
"456","Mar 1, 1981",379.34,1981-03-01
"457","Feb 1, 1981",368.16,1981-02-01
"458","Jan 1, 1981",385.3,1981-01-01
"459","Dec 1, 1980",389.88,1980-12-01
"460","Nov 1, 1980",400.02,1980-11-01
"461","Oct 1, 1980",386.97,1980-10-01
"462","Sep 1, 1980",379.56,1980-09-01
"463","Aug 1, 1980",373.67,1980-08-01
"464","Jul 1, 1980",365.1,1980-07-01
"465","Jun 1, 1980",349.26,1980-06-01
"466","May 1, 1980",331.84,1980-05-01
"467","Apr 1, 1980",320.49,1980-04-01
"468","Mar 1, 1980",329.44,1980-03-01
"469","Feb 1, 1980",368.31,1980-02-01
"470","Jan 1, 1980",359.27,1980-01-01
"471","Dec 1, 1979",354.23,1979-12-01
"472","Nov 1, 1979",344.35,1979-11-01
"473","Oct 1, 1979",350.24,1979-10-01
"474","Sep 1, 1979",366.91,1979-09-01
"475","Aug 1, 1979",366.79,1979-08-01
"476","Jul 1, 1979",354.09,1979-07-01
"477","Jun 1, 1979",354.53,1979-06-01
"478","May 1, 1979",351.55,1979-05-01
"479","Apr 1, 1979",364.49,1979-04-01
"480","Mar 1, 1979",361.45,1979-03-01
"481","Feb 1, 1979",358.29,1979-02-01
"482","Jan 1, 1979",367.95,1979-01-01
"483","Dec 1, 1978",357.8,1978-12-01
"484","Nov 1, 1978",354.16,1978-11-01
"485","Oct 1, 1978",377.87,1978-10-01
"486","Sep 1, 1978",393.79,1978-09-01
"487","Aug 1, 1978",396.77,1978-08-01
"488","Jul 1, 1978",372.84,1978-07-01
"489","Jun 1, 1978",377.52,1978-06-01
"490","May 1, 1978",380.64,1978-05-01
"491","Apr 1, 1978",365.67,1978-04-01
"492","Mar 1, 1978",353.09,1978-03-01
"493","Feb 1, 1978",356.54,1978-02-01
"494","Jan 1, 1978",363.94,1978-01-01
"495","Dec 1, 1977",380.78,1977-12-01
"496","Nov 1, 1977",383.88,1977-11-01
"497","Oct 1, 1977",383.54,1977-10-01
"498","Sep 1, 1977",395.01,1977-09-01
"499","Aug 1, 1977",402.56,1977-08-01
"500","Jul 1, 1977",414,1977-07-01
"501","Jun 1, 1977",412.27,1977-06-01
"502","May 1, 1977",412.79,1977-05-01
"503","Apr 1, 1977",416.07,1977-04-01
"504","Mar 1, 1977",426.13,1977-03-01
"505","Feb 1, 1977",430.72,1977-02-01
"506","Jan 1, 1977",447.21,1977-01-01
"507","Dec 1, 1976",453.41,1976-12-01
"508","Nov 1, 1976",439.76,1976-11-01
"509","Oct 1, 1976",443.57,1976-10-01
"510","Sep 1, 1976",461.63,1976-09-01
"511","Aug 1, 1976",453.58,1976-08-01
"512","Jul 1, 1976",459.94,1976-07-01
"513","Jun 1, 1976",451.72,1976-06-01
"514","May 1, 1976",451.44,1976-05-01
"515","Apr 1, 1976",457.8,1976-04-01
"516","Mar 1, 1976",455.83,1976-03-01
"517","Feb 1, 1976",454.39,1976-02-01
"518","Jan 1, 1976",439.07,1976-01-01
"519","Dec 1, 1975",402.81,1975-12-01
"520","Nov 1, 1975",410.51,1975-11-01
"521","Oct 1, 1975",406.61,1975-10-01
"522","Sep 1, 1975",390.84,1975-09-01
"523","Aug 1, 1975",397.83,1975-08-01
"524","Jul 1, 1975",430.09,1975-07-01
"525","Jun 1, 1975",434.48,1975-06-01
"526","May 1, 1975",426.85,1975-05-01
"527","Apr 1, 1975",403.64,1975-04-01
"528","Mar 1, 1975",400.68,1975-03-01
"529","Feb 1, 1975",384.54,1975-02-01
"530","Jan 1, 1975",351.01,1975-01-01
"531","Dec 1, 1974",325.71,1974-12-01
"532","Nov 1, 1974",351.09,1974-11-01
"533","Oct 1, 1974",342.5,1974-10-01
"534","Sep 1, 1974",339.3,1974-09-01
"535","Aug 1, 1974",383.25,1974-08-01
"536","Jul 1, 1974",404.64,1974-07-01
"537","Jun 1, 1974",461.85,1974-06-01
"538","May 1, 1974",465.03,1974-05-01
"539","Apr 1, 1974",485.49,1974-04-01
"540","Mar 1, 1974",513.78,1974-03-01
"541","Feb 1, 1974",499,1974-02-01
"542","Jan 1, 1974",519.81,1974-01-01
"543","Dec 1, 1973",517.06,1973-12-01
"544","Nov 1, 1973",560.08,1973-11-01
"545","Oct 1, 1973",606.88,1973-10-01
"546","Sep 1, 1973",588.83,1973-09-01
"547","Aug 1, 1973",580.08,1973-08-01
"548","Jul 1, 1973",601.93,1973-07-01
"549","Jun 1, 1973",597.59,1973-06-01
"550","May 1, 1973",615.45,1973-05-01
"551","Apr 1, 1973",637.61,1973-04-01
"552","Mar 1, 1973",654.25,1973-03-01
"553","Feb 1, 1973",670.93,1973-02-01
"554","Jan 1, 1973",700.5,1973-01-01
"555","Dec 1, 1972",696.81,1972-12-01
"556","Nov 1, 1972",684.19,1972-11-01
"557","Oct 1, 1972",653.03,1972-10-01
"558","Sep 1, 1972",654.94,1972-09-01
"559","Aug 1, 1972",666.1,1972-08-01
"560","Jul 1, 1972",644.83,1972-07-01
"561","Jun 1, 1972",652.76,1972-06-01
"562","May 1, 1972",652.51,1972-05-01
"563","Apr 1, 1972",660.76,1972-04-01
"564","Mar 1, 1972",655.66,1972-03-01
"565","Feb 1, 1972",642,1972-02-01
"566","Jan 1, 1972",633.47,1972-01-01
"567","Dec 1, 1971",608.14,1971-12-01
"568","Nov 1, 1971",571.74,1971-11-01
"569","Oct 1, 1971",599.53,1971-10-01
"570","Sep 1, 1971",614.03,1971-09-01
"571","Aug 1, 1971",600.69,1971-08-01
"572","Jul 1, 1971",613.07,1971-07-01
"573","Jun 1, 1971",619.05,1971-06-01
"574","May 1, 1971",635.41,1971-05-01
"575","Apr 1, 1971",647.38,1971-04-01
